District,Ad #,FM Numbers,BDI,Short Description,Number of Contracts Awarded,Contract Threshold,Major Work Types,Minor Work Types,Under Utilized Work Groups,Contract Amount/Limit,Advertisement Date,Response Deadline Date/Time (*System Time Zone),Shortlist Selection Date,Final Selection Date,Selection Method,Standard Notes
4,23447,,Yes,Continuing Services Project Design Consultant,2,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 3.1-Minor Highway Design 
 3.3-Controlled Access Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 4.2.3-Major Bridge Design - Segmental 
 4.4-Movable Span Bridge Design 
 6.1-Traffic Engineering Studies 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect",,"$3,000,000.00 ",10/3/2022,10/17/2022 17:00,11/7/2022,12/19/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
4,23449,,No,I-95 MARTIN COUNTY ROAD RESURFACING,1,Technically Prequalified & Unlimited Audit required, 3.3-Controlled Access Highway Design," 3.2-Major Highway Design 
 4.1.1-Miscellaneous Structures 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$2,968,853.00 ",9/26/2022,10/12/2022 17:00,11/7/2022,12/12/2022, Letter of Response and Interview, Standard Note 8 
4,23451,,Yes,CEI Services for SR A1A ATMS Deployment,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$1,009,104.00 ",1/9/2023,1/24/2023 17:00,2/20/2023,3/13/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 7  
 Standard Note 10 "
4,23452,,No,CEI Services for resurfacing SR-15/US-98 fr PB/Martin Cty,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$2,322,838.00 ",1/30/2023,2/13/2023 17:00,3/13/2023,4/3/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
4,23454,,No,SR-5/US-1 fr 0.5 miles S of SE Dixie Hwy to S of SE Heritage,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$1,224,175.00 ",10/10/2022,10/24/2022 17:00,11/14/2022,1/9/2023, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
4,23455,,Yes,CEI Services for SR-7 fr N of SR-80/Southern BLVD to SR-704,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$691,814.00 ",10/31/2022,11/14/2022 17:00,12/12/2022,1/9/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 7  
 Standard Note 10 "
4,23456,,No,SR-714/SW Martin Hwy from E of SW Stuart W Blvd.,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 3.2-Major Highway Design"," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$641,514.00 ",10/17/2022,10/31/2022 17:00,11/21/2022,12/19/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
4,23457,,No,Continuing Services Plans Review Support,1,Technically Prequalified & Unlimited Audit required," 3.2-Major Highway Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization"," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 4.2.3-Major Bridge Design - Segmental 
 4.4-Movable Span Bridge Design 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 14.0-Architect 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$5,000,000.00 ",10/24/2022,11/7/2022 17:00,11/28/2022,1/17/2023, Letter of Response and Interview, Standard Note 8 
4,23459,,No,SR-5/US1 from South of Atlantic Blvd to North of Sample Road,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$875,765.00 ",10/24/2022,11/7/2022 17:00,11/28/2022,1/9/2023, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
4,23460,,No,CEI Services for SR-9/I-95 fr S of SW 10 ST to N Hillsboro,1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.5.1-Major Bridge CEI - Concrete",,,"$45,824,000.00 ",3/6/2023,3/21/2023 17:00,4/10/2023,5/15/2023, Letter of Response and Interview," Standard Note 9  
 Standard Note 10 "
4,23461,,No,CEI Services along the SR-9/I-95 Corridor in Palm Beach Cty.,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection, 10.4-Minor Bridge & Miscellaneous Structures CEI,,"$3,683,526.00 ",11/21/2022,12/15/2022 17:00,1/9/2023,1/23/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
4,23462,,No,CEI Services for SR-5/US-1,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$1,126,204.00 ",11/28/2022,12/12/2022 17:00,,1/30/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
4,23463,,No,PD&E SR-9/I-95 FR MIAMI-DADE/BROWARD COUNTY LINE,1,Technically Prequalified & Unlimited Audit required," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.3-Controlled Access Highway Design"," 3.1-Minor Highway Design 
 3.2-Major Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 4.2.3-Major Bridge Design - Segmental 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 13.4-Systems Planning 
 13.5-Subarea/Corridor Planning 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$6,000,000.00 ",11/14/2022,11/30/2022 17:00,12/19/2022,1/30/2023, Letter of Response and Oral Presentation, Standard Note 8 
4,23465,,No,CR-713/High Meadows Ave. from I-95 to CR-714/Martin Hwy,1,Technically Prequalified & Unlimited Audit required, 2.0-Proj Development & Environmental (PD&E) Studies," 3.2-Major Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$2,000,000.00 ",12/12/2022,1/3/2023 17:00,1/23/2023,2/27/2023, Letter of Response and Oral Presentation, Standard Note 8 
4,23467,,No,SR-9/I-95 from South of Linton Blvd/CR-782 to 6th Ave. South,2,Technically Prequalified & Unlimited Audit required," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.3-Controlled Access Highway Design"," 3.2-Major Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 4.2.3-Major Bridge Design - Segmental 
 4.3.1-Complex Bridge Design - Concrete 
 4.3.2-Complex Bridge Design - Steel 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 9.1-Soil Exploration 
 9.4.1-Standard Foundation Studies 
 13.4-Systems Planning 
 13.5-Subarea/Corridor Planning 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$6,500,000.00 ",12/19/2022,1/4/2023 17:00,1/23/2023,3/6/2023, Letter of Response and Oral Presentation, Standard Note 8 
4,23469,,No,CEI Services at SR-5/US-1 fr NE 17 Way to SE 7th St,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$1,182,586.00 ",1/30/2023,2/13/2023 17:00,3/13/2023,4/3/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
4,23473,,No,SR-9/I-95 at Oslo Road Interchange,1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI",,,"$6,196,249.00 ",12/5/2022,12/19/2022 17:00,1/23/2023,2/6/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
4,23474,,No,SR-656/17th St East end of Bridge,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$1,638,858.00 ",12/27/2022,1/11/2023 17:00,2/6/2023,2/27/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 10 "
4,23475,43656416201,No,CEI Services for Loxahatchee Rd to SR-7/US-441,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$2,554,947.00 ",12/12/2022,1/3/2023 17:00,1/30/2023,2/20/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
4,23476,,No,Pre-Event Natural Disaster Monitoring,2,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection, 10.4-Minor Bridge & Miscellaneous Structures CEI,,"$5,000,000.00 ",1/2/2023,1/18/2023 17:00,2/6/2023,3/13/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
5,23506,,No,CEI Group 228,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying 
 10.3-Construction Materials Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$2,500,000.00 ",9/26/2022,10/10/2022 17:00,10/31/2022,11/14/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
5,23507,,No,CEI Group 236,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying 
 10.4-Minor Bridge & Miscellaneous Structures CEI"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,700,000.00 ",1/30/2023,2/13/2023 17:00,3/6/2023,3/20/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
5,23515,,No,CEI Group 226,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying 
 10.3-Construction Materials Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$2,315,000.00 ",8/1/2022,8/15/2022 17:00,9/12/2022,9/26/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
5,23520,43013213201,No,SR 35 (US 301) FROM CR 470 TO SR 44,1,Technically Prequalified & Unlimited Audit required," 3.2-Major Highway Design 
 4.1.2-Minor Bridge Design"," 3.1-Minor Highway Design 
 3.3-Controlled Access Highway Design 
 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies 
 9.4.2-Non-redundant Drilled Shaft Bridge Foundation Studies 
 9.5-Geotechnical Specialty Lab Testing 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 15-Landscape Architect","$6,100,000.00 ",6/13/2022,6/27/2022 17:00,7/18/2022,8/15/2022, Letter of Response and Oral Presentation, Standard Note 8 
5,23521,44879213201,No,SR-513 FROM SR-518 TO PATRICK AIR FORCE BASE,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$2,020,000.00 ",6/20/2022,7/5/2022 17:00,7/25/2022,8/22/2022, Letter of Response and Interview, Standard Note 8 
5,23526," 43629216201 
 43629216202",No,CEI Group 235,1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.3-Construction Materials Inspection"," 8.2-Design, Right of Way, Construction Surveying 
 10.4-Minor Bridge & Miscellaneous Structures CEI"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$4,529,800.00 ",1/3/2023,1/17/2023 17:00,2/6/2023,2/20/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
5,23527,44873513201,No,SR 500 FROM MILLS ST TO COLLEGE DR,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$1,408,750.00 ",8/15/2022,8/29/2022 17:00,9/19/2022,10/24/2022, Letter of Response and Interview, Standard Note 8 
5,23528," 43713316201 
 43986416201 
 44520816201 
 44935916201",Yes,"CEI Group 223, BDI",1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying 
 10.4-Minor Bridge & Miscellaneous Structures CEI",,"$1,030,000.00 ",8/15/2022,8/29/2022 17:00,9/19/2022,10/3/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 7  
 Standard Note 10 "
5,23529," 44897713201 
 44897723201",No,I-95 FROM SR514 (MALABAR RD) TO CONCRETE JOINT N OF SR519,1,Technically Prequalified & Unlimited Audit required, 3.3-Controlled Access Highway Design," 2.0-Proj Development & Environmental (PD&E) Studies 
 4.1.1-Miscellaneous Structures 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$4,408,000.00 ",8/22/2022,9/6/2022 17:00,9/19/2022,10/24/2022, Letter of Response and Interview, Standard Note 8 
5,23530,,No,Continuing Services Contracts 040,3,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies 
 14.0-Architect 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$5,000,000.00 ",8/29/2022,9/13/2022 17:00,10/3/2022,10/31/2022, Letter of Response and Interview, Standard Note 8 
5,23532,,No,Continuing Services Contracts 042,3,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies 
 14.0-Architect 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$5,000,000.00 ",8/29/2022,9/13/2022 17:00,10/3/2022,10/31/2022, Letter of Response and Interview, Standard Note 8 
5,23533," 44521813201 
 44863513201",No,SR 25 FROM AVENUE I TO THE ALACHUA COUNTY LINE,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$2,238,335.00 ",9/6/2022,9/20/2022 17:00,10/10/2022,11/7/2022, Letter of Response and Interview, Standard Note 8 
5,23534,44529813201,Yes,"SR 50 FROM W OF SR520 TO E OF ST ANNE AVE, BDI",1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 2.0-Proj Development & Environmental (PD&E) Studies 
 4.1.1-Miscellaneous Structures 
 6.1-Traffic Engineering Studies 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 15.0-Landscape Architect",,"$625,000.00 ",9/12/2022,9/26/2022 17:00,10/17/2022,11/14/2022, Letter of Response and Interview, Standard Note 7 
5,23535,,No,CEI Group 224,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying 
 10.3-Construction Materials Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$3,023,000.00 ",9/12/2022,9/26/2022 17:00,10/17/2022,10/31/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
5,23536," 43923416201 
 44114116201 
 44568816201 
 44760316201",Yes,"CEI Group 231, BDI",1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying 
 10.4-Minor Bridge & Miscellaneous Structures CEI",,"$2,567,000.00 ",9/19/2022,10/10/2022 17:00,10/24/2022,11/7/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 7  
 Standard Note 10 "
5,23537,24112413209,No,CSC for Structures Maintenance Engineering Services,1,Technically Prequalified & Unlimited Audit required, 4.4-Movable Span Bridge Design," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 4.2.3-Major Bridge Design - Segmental 
 5.1-Conventional Bridge Inspection 
 5.2-Movable Bridge Inspection 
 5.3-Complex Bridge Inspection 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection","$5,000,000.00 ",10/10/2022,10/24/2022 17:00,11/14/2022,12/12/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
5,23538,,Yes,"CSC for Roadway Design 043, BDI",1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 2.0-Proj Development & Environmental (PD&E) Studies 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect",,"$3,000,000.00 ",10/17/2022,10/31/2022 17:00,11/21/2022,12/19/2022, Letter of Response and Interview, Standard Note 7 
5,23539,44521623201,No,SR 5 From N of Palm Coast Pkwy to St Johns County Line,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges","$1,026,250.00 ",10/10/2022,10/24/2022 17:00,11/14/2022,12/12/2022, Letter of Response and Interview, Standard Note 8 
5,23540,43856216201,No,CEI Group 229,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying 
 10.3-Construction Materials Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$2,261,575.00 ",10/17/2022,10/31/2022 17:00,11/21/2022,12/5/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
5,23541,44879613201,No,SR 530 / US 192 from CR 532 to Arthur J. Gallagher Blvd,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 2.0-Proj Development & Environmental (PD&E) Studies 
 4.1.1-Miscellaneous Structures 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$1,298,400.00 ",12/5/2022,12/19/2022 17:00,1/9/2023,2/6/2023, Letter of Response and Oral Presentation, Standard Note 8 
