Department of General Services - Procurement Division (DGS-PD),,,,,,,,,,,,,
STATE CONTRACTS INDEX LISTING,,,,,,,,,,,,,
The State Contracts Index Listing identifies current Leveraged Procurement Agreements (LPAs). Questions? Contact the Contract Administrator or PDWebmaster@dgs.ca.gov,,,,,,,,,,,,,
"To access individual LPA contract documents and User Instructions, click the direct link in the next cell or go to Cal eProcure (Contract Search): ",,,,,,Cal eProcure (State Contracts Search),,,,,,,
Blank cells indicate no applicable data. Click on contract type acronym in table for definition.,,,,,,,,,,,,,
LAST UPDATED: 12/15/2022,,,,,,,,,,,,,
"Contract Type  
(DGS use only)",Commodity/Service Description,Contract Number,Contractor Name,Contract Start Date,Contract End Date,Extensions Possible (Yes/No),"Mandatory 
(Yes/No)","State Users (Statewide/
Dept Use Only)",Open to Local Agencies  (Yes/No),State Contract Administrator,Phone,"Environmentally Preferable Purchasing
(EPP) Compliant
(Click link to access Buying Green website)","Rebid Information
(Click link to access solicitation)"
COOP,LED Lighting Solutions,7-18-99-35,Consolidated Electrical Distributors Dba All Phase Electric Supply,4/13/2018,1/30/2023,Yes,No,Statewide,Yes,Yolanda Tutt,(279) 946-8401,,
COOP,"Mailroom Equipment, Supplies and Maintenance",7-17-70-41-02,"Neopost USA, Inc.",10/12/2017,12/31/2022,Yes,No,Statewide,Yes,Pang Moua,(279) 946-7835,,In Development
COOP,"Mailroom Equipment, Supplies and Maintenance",7-17-70-41-03,"Pitney Bowes, Inc.",10/12/2017,12/31/2022,Yes,No,Statewide,Yes,Pang Moua,(279) 946-7835,,In Development
COOP,"Mailroom Equipment, Supplies and Maintenance",7-17-70-41-05,"Stamps.com, Inc.",10/12/2017,12/31/2022,Yes,No,Statewide,Yes,Pang Moua,(279) 946-7835,,In Development
COOP,"Mailroom Equipment, Supplies and Maintenance",7-19-70-41-06,Bluecrest,9/10/2019,12/31/2022,Yes,No,Statewide,Yes,Pang Moua,(279) 946-7835,,In Development
COOP,"Police Radar/Lidar Speed Enforcement & Speed Advisory Systems, Parts, and Accessories ",7-20-70-45-01,"DragonEye Technology, LLC",1/16/2020,2/19/2024,Yes,No,Statewide,Yes,Yolanda Tutt,(279) 946-8401,,
COOP,"Police Radar/Lidar Speed Enforcement & Speed Advisory Systems, Parts, and Accessories ",7-20-70-45-02,"Kustom Signals, Inc.",1/16/2020,2/19/2024,Yes,No,Statewide,Yes,Yolanda Tutt,(279) 946-8401,,
COOP,"Police Radar/Lidar Speed Enforcement & Speed Advisory Systems, Parts, and Accessories ",7-20-70-45-03,"Laser Technology, Inc.",1/16/2020,2/19/2024,No,No,Statewide,Yes,Yolanda Tutt,(279) 946-8401,,
COOP,"Police Radar/Lidar Speed Enforcement & Speed Advisory Systems, Parts, and Accessories ",7-20-70-45-05,MPH Industries Inc.,6/11/2021,2/19/2024,No,No,Statewide,Yes,Yolanda Tutt,(279) 946-8401,,
COOP,"Police Radar/Lidar Speed Enforcement & Speed Advisory Systems, Parts, and Accessories ",7-20-70-45-04,Stalker Radar,4/5/2021,2/19/2024,No,No,Statewide,Yes,Yolanda Tutt,(279) 946-8401,,
COOP,Professional Grade Tools and Diagnostic Equipment,7-19-99-36-01,"Hilti, Inc.",12/23/2019,6/30/2023,Yes,No,Statewide,Yes,Maureen Seiferling,(279) 946-8226,,
COOP,Professional Grade Tools and Diagnostic Equipment,7-19-99-36-02,"Northern Safety Co., Inc.",12/23/2019,6/30/2023,Yes,No,Statewide,Yes,Maureen Seiferling,(279) 946-8226,,
COOP,Professional Grade Tools and Diagnostic Equipment,7-19-99-36-03,"IDSC Holdings LLC dba Snap-on Industrial, A Division of IDSC Holdings LLC",12/23/2019,6/30/2023,Yes,No,Statewide,Yes,Maureen Seiferling,(279) 946-8226,,
COOP,On-Demand Remote Interpreting (OPI and VRI) and Document Translation,7-22-99-44-01,Language Link,3/10/2022,11/3/2023,Yes,No,Statewide,Yes,Pang Moua,(279) 946-7835,,Extension in Progress
COOP,On-Demand Remote Interpreting (OPI and VRI) and Document Translation,7-22-99-44-02,Global Interpreting Network,3/10/2022,11/3/2023,Yes,No,Statewide,Yes,Pang Moua,(279) 946-7835,,Extension in Progress
COOP,On-Demand Remote Interpreting (OPI and VRI) and Document Translation,7-22-99-44-04,MasterWord Services Inc.,3/10/2022,11/3/2023,Yes,No,Statewide,Yes,Pang Moua,(279) 946-7835,,Extension in Progress
COOP,On-Demand Remote Interpreting (OPI and VRI) and Document Translation,7-22-99-44-05,Voiance Language Servicers LLC,3/18/2022,11/3/2023,Yes,No,Statewide,Yes,Pang Moua,(279) 946-7835,,Extension in Progress
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-01,American Power Systems LLC,1/1/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-02,Aviat US Inc.,1/1/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-03,Avtec Inc.,1/1/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-04,Ceragon Networks Inc.,6/23/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-05,ICOM America Inc,1/1/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-06,Intertalk Critical Information Systems,3/1/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-07,Microwave Networks Inc.,1/1/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-08,Mutualink Inc.,1/1/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-09,Power Products Unlimited LLC,1/1/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-10,Pyramid Communications,1/1/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-11,SIAE Microelettronica Inc.,1/1/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-12,Mimomax Wireless Inc.,1/1/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-13,JVCKenwood USA Corp,1/1/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-14,E F Johnson Company,1/1/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-15,Nokia of America Corp,3/1/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-16,L3Harris Technologies Inc.,3/1/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-17,Russ Bassett Corporation,3/1/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-18,BK Technologies Inc.,5/13/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-19,Zetron Inc.,5/24/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-20,Sabre Communications Corp,5/24/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-21,Daniels Electronics LTD,5/24/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-22,Viavi Solutions Inc. ,6/1/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,"Public Safety Communications Products, Services, and Solutions",7-22-70-49-23,Watson Furniture Group Inc.,6/1/2022,12/31/2026,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,
COOP,Public Safety Video Equipment,7-17-70-42-01,"Coban Technologies, Inc.",10/3/2019,1/30/2023,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,In Development
COOP,Public Safety Video Equipment,7-17-70-42-05,"Axon Enterprise, Inc.",10/3/2019,1/30/2023,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,In Development
COOP,Public Safety Video Equipment,7-17-70-42-07,"WatchGuard, Inc.",10/3/2019,1/30/2023,No,No,Statewide,Yes,Cooperatives Program,(279) 946-8118,,In Development
COOP,Purchase Card Services (CAL-Card),7-20-99-42,U.S. Bank National Association,1/1/2021,12/31/2025,Yes,Yes,Statewide,Yes,Maureen Seiferling,(279) 946-8226,,
COOP,Small Package Delivery Services,7-22-99-45-02,"FedEx Corporate Services, Inc.",2/26/2022,11/27/2026,No,No,Statewide,Yes,Maureen Seiferling,(279) 946-8226,,
COOP,Small Package Delivery Services,7-22-99-45-01,"General Logistics Systems US, Inc.",2/26/2022,11/27/2026,No,No,Statewide,Yes,Maureen Seiferling,(279) 946-8226,,
COOP,Software VAR,7-16-70-36,"SHI International, Corp ",10/12/2016,12/31/2022,No,No,Statewide,Yes,Julie Matthews,(279) 946-8118,,
COOP,Software VAR,7-16-70-37,CDW Government LLC,11/18/2016,12/31/2022,No,No,Statewide,Yes,Julie Matthews,(279) 946-8118,,
COOP,Vehicle Lifts and Garage Associated Equipment,7-19-99-37-01,BendPak Inc.,12/31/2019,2/10/2023,No,No,Statewide,Yes,Maureen Seiferling,(279) 946-8226,,
COOP,Vehicle Lifts and Garage Associated Equipment,7-19-99-37-02,Mohawk Resources LTD,12/31/2019,2/10/2023,No,No,Statewide,Yes,Maureen Seiferling,(279) 946-8226,,
COOP,Vehicle Lifts and Garage Associated Equipment,7-19-99-37-03,Snap-On Industrial,12/31/2019,2/10/2023,No,No,Statewide,Yes,Maureen Seiferling,(279) 946-8226,,
COOP,Vehicle Lifts and Garage Associated Equipment,7-19-99-37-04,Stertil-Koni USA Inc.,12/31/2019,2/10/2023,No,No,Statewide,Yes,Maureen Seiferling,(279) 946-8226,,
COOP,Vehicle Lifts and Garage Associated Equipment,7-19-99-37-05,Vehicle Service Group LLC,12/31/2019,2/10/2023,No,No,Statewide,Yes,Maureen Seiferling,(279) 946-8226,,
Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank
SLP,1 Spatial Software,SLP-20-70-0158O,GLOBAL BLUE DVBE INC,10/12/2020,10/5/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,1 Spatial Software,SLP-20-70-0181L,SOLUTIONS SIMPLIFIED,10/12/2020,10/5/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,1 Spatial Software,SLP-20-70-0170G,XTERRALINK INC,10/12/2020,10/5/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ABBYY Software,SLP-21-70-0334A,USER FRIENDLY CONSULTING INC,1/19/2022,9/8/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ABBYY Software,SLP-21-70-0297B,JOLTFED LLC,1/1/2022,9/8/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ABBYY Software,SLP-21-70-0330A,PRO CONVERSIONS CORPORATION,1/1/2022,9/8/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Accela Software,SLP-22-70-0347A,SEP TECHNOLOGY CONSULTING LLC,6/6/2022,2/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Accela Software,SLP-19-70-0008E,INSIGHT PUBLIC SECTOR INC,2/21/2019,2/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Accela Software,SLP-19-70-0220D,VISIONARY INTEGRATION PROF LLC,2/21/2019,2/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Accela Software,SLP-19-70-0064H,CARAHSOFT TECHNOLOGY CORP,2/19/2019,2/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Adobe Software,SLP-22-70-0331J,ONPAR ADVISORS LLC,8/25/2022,5/21/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Adobe Software,SLP-18-70-0025P,CDW GOVERNMENT LLC,7/2/2018,5/21/2023,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Adobe Software,SLP-18-70-0090P,ABLEGOV INC,6/19/2018,5/21/2023,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Adobe Software,SLP-18-70-0027E,ALLIED NETWORK SOLUTIONS INC,5/30/2018,5/21/2023,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Adobe Software,SLP-18-70-0127G,BRIDGE MICRO,5/30/2018,5/21/2023,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Adobe Software,SLP-18-70-0063S,TABORDA SOLUTIONS INC,5/30/2018,5/21/2023,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Airista Flow Software,SLP-22-70-0286G,MERGENT SYSTEMS INC,11/1/2022,10/20/2025,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Airista Flow Software,SLP-22-70-0356B,TEKISTRY INC,11/1/2022,10/20/2025,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Airista Flow Software,SLP-22-70-0374A,ELITE CABLE SYSTEMS INC,11/1/2022,10/20/2025,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Akamai Software,SLP-22-70-0289C,1CYBER SECURITY RESOURCES INC,5/25/2022,5/25/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Akamai Software,SLP-22-70-0276H,SAVANT SOLUTIONS INC,5/25/2022,5/25/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Akamai Software,SLP-22-70-0253F,SECURE SMART SOLUTIONS,5/25/2022,5/25/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Alteryx Software,SLP-20-70-0064K,CARAHSOFT TECHNOLOGY CORP,5/18/2020,5/10/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Alteryx Software,SLP-20-70-0260C,PLANTE & MORAN PLLC,5/18/2020,5/10/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Alteryx Software,SLP-20-70-0181H,SOLUTIONS SIMPLIFIED,5/18/2020,5/10/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Alteryx Software,SLP-20-70-0063S,TABORDA SOLUTIONS INC,5/18/2020,5/10/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,AmpliFund Software,SLP-22-70-0003A,SHI INTERNATIONAL CORP,8/22/2022,7/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,AmpliFund Software,SLP-22-70-0027T,ALLIED NETWORK SOLUTIONS INC,8/22/2022,7/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,AmpliFund Software,SLP-22-70-0183L,PATRIOT IT CORPORATION,8/22/2022,7/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,AppDynamics Software,SLP-22-70-0357C,ANSURTECH LLC,8/23/2022,8/15/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,AppDynamics Software,SLP-22-70-0151X,KOVARUS INC,9/7/2022,8/15/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,AppDynamics Software,SLP-22-70-0182J,LAUNCH CONSULTING,8/23/2022,8/15/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,AppDynamics Software,SLP-22-70-0288M,NTT AMERICA INC,8/23/2022,8/15/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,AppDynamics Software,SLP-22-70-0132L,PRESIDIO NETWORKED SOLS LLC,8/24/2022,8/15/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,AppDynamics Software,SLP-22-70-0134L,SLED IT SOLUTIONS INC,8/23/2022,8/15/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Apptio Software,SLP-21-70-0027H,ALLIED NETWORK SOLUTIONS INC,5/6/2021,3/8/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Apptio Software,SLP-21-70-0209O,HF TECH SERVICES INC,5/6/2021,3/8/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Apptio Software,SLP-22-70-0220X,VISIONARY INTEGRATION PROF LLC,11/22/2022,3/8/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Apptio Software,SLP-21-70-0282B,KAMBRIAN CORPORATION,5/6/2021,3/8/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ARInspect Software,SLP-22-70-0187B,M A G MGMT SVCS,9/22/2022,8/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ARInspect Software,SLP-22-70-0220U,VISIONARY INTEGRATION PROF LLC,9/22/2022,8/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ARInspect Software,SLP-22-70-0369A,ENLIGHTENED INC,9/22/2022,8/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Armis Software,SLP-22-70-0151T,KOVARUS INC,7/19/2022,12/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Armis Software,SLP-21-70-0134K,SLED IT SOLUTIONS INC,1/6/2022,12/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Armis Software,SLP-21-70-0181W,SOLUTIONS SIMPLIFIED,1/6/2022,12/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Armis Software,SLP-21-70-0063O,TABORDA SOLUTIONS INC,1/6/2022,12/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Audioeye Software,SLP-20-70-0023G,ENTISYS360,10/19/2020,11/1/2023,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Audioeye Software,SLP-20-70-0886A,MERGENT SYSTEMS INC,2/1/2020,11/1/2023,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Audioeye Software,SLP-18-70-0245A,BENDER CONSULTING SERVICES INC,10/31/2018,11/1/2023,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Audioeye Software,SLP-18-70-0249A,GLOBAL TECHPRO LLC,10/31/2018,11/1/2023,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Audioeye Software,SLP-18-70-0182B,LAUNCH CONSULTING,10/31/2018,11/1/2023,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,AvePoint Software,SLP-22-70-0181Z,SOLUTIONS SIMPLIFIED,3/28/2022,10/5/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,AvePoint Software,SLP-22-70-0349A,SYNNETIX SOLUTIONS INC,3/28/2022,10/5/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,AvePoint Software,SLP-22-70-0063T,TABORDA SOLUTIONS INC,3/28/2022,10/5/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,AvePoint Software,SLP-20-70-0064M,CARAHSOFT TECHNOLOGY CORP,10/8/2020,10/5/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,AvePoint Software,SLP-20-70-0312A,KIEFER CONSULTING INC,10/8/2020,10/5/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,AvePoint Software,SLP-20-70-0088L,THE STATESTORE INC,10/8/2020,10/5/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Axway Software,SLP-20-70-0090X,ABLEGOV INC,5/11/2020,7/30/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Axway Software,SLP-19-70-0280A,BLUE KARMA SECURITY LLC,10/18/2019,7/30/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Axway Software,SLP-19-70-0112D,GRANITE DATA SOLUTIONS,10/18/2019,7/30/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Blackboard Software,SLP-19-70-0181Q,SOLUTIONS SIMPLIFIED,5/2/2019,4/25/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Blackboard Software,SLP-19-70-0063A,TABORDA SOLUTIONS INC,5/2/2019,4/25/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Blackboard Software,SLP-19-70-0263A,CAL VET INTEGRATED CONSULT,4/25/2019,4/25/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,BMC Software,SLP-20-70-0003R,SHI INTERNATIONAL CORP,5/20/2020,12/31/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,BMC Software,SLP-20-70-0292A,CYBERMAK INFO SYSTEMS INC,3/20/2020,12/31/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,BMC Software,SLP-20-70-0241B,EVOTEK INC,3/20/2020,12/31/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,BMC Software,SLP-20-70-0063P,TABORDA SOLUTIONS INC,3/20/2020,12/31/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,BMC Software,SLP-20-70-0088J,THE STATESTORE INC,3/20/2020,12/31/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Box Inc Software,SLP-21-70-0127I,BRIDGE MICRO,3/30/2021,3/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Box Inc Software,SLP-21-70-0090Z,ABLEGOV INC,3/19/2021,3/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Box Inc Software,SLP-21-70-0027E,ALLIED NETWORK SOLUTIONS INC,3/19/2021,3/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Box Inc Software,SLP-21-70-0333A,TORAB ENTERPRISES INC,3/19/2021,3/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Calero Software,SLP-20-70-0025D,CDW GOVERNMENT LLC,5/8/2020,4/28/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Calero Software,SLP-20-70-0003T,SHI INTERNATIONAL CORP,5/8/2020,4/28/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Calero Software,SLP-20-70-0199O,ZONES INC,5/8/2020,4/28/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,CARE AR Software,SLP-22-70-0354A,ATLAS TEKNOLOGY GROUP INC,5/25/2022,5/15/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,CARE AR Software,SLP-22-70-0353A,CHOICE TECHNICAL SERVICES INC,5/25/2022,5/15/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,CARE AR Software,SLP-22-70-0352A,ECO OFFICE INC,5/25/2022,5/15/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Casebook Software,SLP-20-70-0090W,ABLEGOV INC,2/10/2020,1/28/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Casebook Software,SLP-20-70-0181A,SOLUTIONS SIMPLIFIED,2/10/2020,1/28/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Casebook Software,SLP-20-70-0287A,SUNSTONEIT LLC,2/10/2020,1/28/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Ceridian Software,SLP-21-70-0287E,SUNSTONEIT LLC,7/27/2021,7/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Ceridian Software,SLP-21-70-0159N,SYSTEM SOLUTIONS DVBE INC,7/27/2021,7/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Ceridian Software,SLP-21-70-0063H,TABORDA SOLUTIONS INC,7/27/2021,7/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Check Point ,SLP-22-70-0184U,OPTIV SECURITY INC,8/3/2022,7/8/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Check Point ,SLP-22-70-0115O,NOVACOAST INC,7/27/2022,7/8/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Check Point ,SLP-22-70-0033W,AURORA SYSTEMS CONSULTING INC,7/19/2022,7/8/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Check Point ,SLP-22-70-0360A,CARLNTECH LLC,7/19/2022,7/8/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Check Point ,SLP-22-70-0361A,SIX DEGREES INC,7/19/2022,7/8/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
